smiles, karl_weight
[*]C1=C([*])C([*])CN([*])C1,37
[*]C1=NCCC(=[*])C(=[*])C1=[*],43
[*]C1C(=[*])C=CC(=[*])C1[*],36
[*][NH+]=[N+]=[*],14
[*]C1C([*])N([*])NC(=[*])NN1[*],46
[*]c1nc([*])c([*])c[nH+]1,38
[*]C1=CSC(=[*])C(=[*])C1=[*],46
[*]=C1CCNC1=[*],31
[*]C1CC([*])([*])CC([*])([*])C1[*],36
[*]C([*])C#[*],12
[*]C1CC(=[*])NC1=[*],31
[*]C1=NC([*])=C([*])C(=[*])N1,38
[*]C1=C([*])NC([*])([*])CN1,38
[*]c1nsc([*])n1,42
[*]C1CCOC(=[*])C(=[*])C(=[*])N1[*],51
[*]C1=CCCSC1,46
[*]C1CC(=[*])C(=[*])N([*])C1,37
[*]C1=C([*])OC([*])([*])CC1,38
[*][S+]=C([*])[*],22
[*]C1([*])CC(=[*])C(=[*])C(=[*])N1,37
[*]C1C2C([*])C([*])C([*])(C1[*])C2[*],42
[*]C1CC([*])N([*])C(=[*])N1[*],38
[*]C1CSCC1[*],40
[*]c1cccc[nH+]1,37
[*]C1CC([*])C([*])CO1,38
[*]c1n[nH+]c([*])c([*])c1[*],38
[*]C1=C([*])C([*])N([*])C([*])=C1[*],37
[*]C1=CN([*])C(=[*])NN1,39
[*]C1=CN=CC(=[*])N1,38
[*]C1([*])CNCC(=[*])C1=[*],37
[*]C1C=CC=C[N+]1=[*],37
[*]C1=CC([*])SC1=[*],40
[*]C1CC1([*])[*],18
[*]C1CCCC([*])([*])C1,36
[*]C1=[NH+]C([*])=C([*])C(=[*])N1[*],38
[*][PH]1([*])OCCO1,43
[*]C1CC2([*])CC([*])C1([*])CO2,50
[*]C1CCN([*])C(=[*])C1([*])[*],37
[*]C([*])=[N+]=[*],13
[*]C1NCC(=[*])C(=[*])N([*])C1=[*],44
[*]c1cccc([*])c1,36
[*]C1=CCN([*])C(=[*])O1,39
[*]C1=NC([*])([*])N([*])C([*])=N1,39
[*]C1([*])CCOC(=[*])C1=[*],38
[*]C1=NOCC1([*])[*],33
[*][N+]([*])([*])[O-],15
[*][NH+]1CCC(=[*])CC1,37
[*]C1=CC([*])=C([*])C(=[*])O1,38
[*]c1nc(=[*])c(=[*])[n+]([*])c1[*],38
[*]C1([*])CC=CNC1=[*],37
[*]C1=C([*])C(=[*])N([*])C([*])([*])C1,37
[*]C1([*])CC2CCC1([*])C2([*])[*],42
[*]=C1CCNCC1=[*],37
[*]C1=CC([*])C([*])=N1,31
[*]C1COC([*])N1[*],33
[*]=C1CNS(=[*])(=[*])C(=[*])C1=[*],47
[*]C1=NN([*])C(=[*])O1,34
[*]C1=CC(=[*])NC(=[*])C(=[*])N1,44
[*]c1n[nH]nc1[*],33
[*]N1CCOC(=[*])C(=[*])C1,45
[*]=C1N=CNC(=[*])C1=[*],38
[*]C1=CC([*])([*])C([*])([*])C([*])[NH2+]1,37
[*]C1([*])CC[N+]([*])([*])CC1,37
[*]C1CC(=[*])C(=[*])C([*])N1[*],37
[*]N1CCC([*])([*])C1=[*],31
[*]C1C[NH2+]C([*])([*])CO1,39
[*]C1=NC(=[*])CCC[N+]1=[*],44
[*]C1CCCCN([*])C1[*],43
[*]C1=C([*])C(=[*])C(=[*])NC1=[*],37
[*]C1CCC[NH+]([*])CC1,43
[*]C1=NCCN([*])C1,38
[*]C1=[N+]([*])CCCCC1=[*],43
[*]C1C=[N+]([*])CC([*])C1=[*],37
[*]C1CNC(=[*])C(=[*])O1,39
[*]C1=CC([*])N=[NH+]1,32
[*]C1C[N+]([*])([*])C([*])C1[*],31
[*]N1CC2CCC(C1)N([*])C2=[*],56
[*]C1CC([*])([*])N([*])C(=[*])C1=[*],37
[*]C1=C([*])C([*])C([*])C([*])O1,38
[*]C1=NCCSC([*])C1,53
[*]C1COS(=[*])O1,44
[*]N1C(=[*])CCSC1=[*],47
[*]C1CC([*])([*])[NH+]([*])C1[*],31
[*]N1C(=[*])C(=[*])C(=[*])NC([*])([*])C1=[*],44
[*]=C1NNC(=[*])C(=[*])C1=[*],38
[*]C1NC(=[*])NC([*])C1([*])[*],38
[*]C1CN([*])[NH2+]N1,33
[*]C1=C([*])C(=[*])C(=[*])C([*])CC1,42
[*]C1=C([*])CC([*])([*])C(=[*])C1,36
[*]c1n[nH]c([*])n1,33
[*]C1=NNC(=[*])N=C1[*],39
[*]c1cnc([*])nc1,38
[*]C1CCNC1[*],31
[*]C1=C([*])C([*])NO1,33
[*]C1=C([*])C([*])([*])C([*])=C([*])N1[*],37
[*]C12CCC([*])(C(=[*])C1=[*])C2([*])[*],42
[*]=c1ccoc1=[*],32
[*]C1=C([*])C([*])([*])CCC1[*],36
[*]C1C(=[*])N([*])C([*])C1[*],31
[*]C1CCS(=[*])(=[*])C1([*])[*],40
[*]N1CC([*])([*])C1,25
[*]C1CC2([*])CCC1CC2[*],48
[*]c1c[n+]([*])c([*])c([*])c1[*],37
[*]C1CC[NH2+]1,25
[*]c1cc(=[*])c(=[*])c[n+]1[*],37
[*][NH+]1CCCCCCC1,49
[*]C1C(=[*])NC(=[*])N([*])C1[*],38
[*]C1N([*])CC[NH+]([*])C1([*])[*],38
[*]C1=C([*])C([*])CCCO1,44
[*]C1CN([*])C([*])CC[NH2+]1,44
[*]C1CSC[NH2+]1,41
[*]C1CC(=[*])C1=[*],24
[*]C1=C([*])C([*])([*])CC1=[*],30
[*]c1ccncc1,37
[*]c1nc[nH+]c(=[*])c1=[*],38
[*][NH+]1CC2CCCC(C1)C2([*])[*],55
[*]C1=C([*])NC(=[*])C(=[*])N1,38
[*]C1CS(=[*])CCN1[*],47
[*]N1CCCC(=[*])C(=[*])C1=[*],43
[*]N1CN([*])C([*])([*])C1=[*],32
[*]c1cnsc1[*],41
[*]C1C([*])[NH+]1[*],19
[*]C1CC(=[*])CC([*])[NH+]1[*],37
[*]C1COCCN1,39
[*]C1=NC([*])([*])C([*])C([*])C1[*],37
[*]C1C(=[*])C(=[*])C(=[*])N([*])C1[*],37
[*]C1OC(=[*])N([*])C1([*])[*],33
[*]C1CCN([*])C1,31
[*]N1CCOC1([*])[*],33
[*]C1C=CCCC1,36
[*]C1C2CC(CN([*])C2)C[NH+]1[*],56
[*]N1C=CN=NC1=[*],39
[*]C1=C([*])C([*])=C([*])C(=[*])O1,38
[*]#CC#[*],12
[*]C1CCCC=CC(=[*])C(=[*])C(=[*])OC([*])CCC1,86
[*]C1=C([*])C(=[*])N([*])C(=[*])N1,38
[*]c1c([*])[n+]([*])c([*])c([*])[n+]1[*],38
[*]C1CC([*])C([*])C([*])C1,36
[*]C1C(=[*])CC2CCC([*])(C2)C([*])C([*])C1[*],66
[*]N1COC([*])([*])C1,33
[*]C1=CC(=[*])NC([*])=C1[*],37
[*]C1=C([*])C(=[*])C([*])N1,31
[*]c1cccnc1,37
[*]C1=CNC=C([*])C1=[*],37
[*]C1=C([*])OC[NH+]([*])C1,39
[*]C1=CC([*])C=N1,31
[*]C1=[NH+]CCCS1,47
[*]c1nc(=[*])c([*])cc1=[*],37
[*]C1=NC([*])C([*])C([*])=[NH+]1,38
[*]C1=C([*])C(=[*])C([*])=C([*])O1,38
[*]C1NC(=[*])N([*])C1=[*],32
[*]C1[NH2+]CCCC1([*])[*],37
[*]C1CCN([*])C([*])C1,37
[*]c1cnc([*])o1,33
[*]C1CC2CCCC(C1)[NH+]2[*],55
[*]C1=C([*])C([*])NN1,32
[*]C1OC(=[*])C([*])([*])C(=[*])O1,40
[*]C1=NC([*])C(=[*])C(=[*])N1[*],38
[*]C1CC([*])N([*])C(=[*])C1=[*],37
[*]C1C2C=CC(O2)C1[*],44
[*]C1CC(=[*])CCN1[*],37
[*]C1=CCCC([*])C1,36
[*]C1=[NH+]NC([*])N1[*],33
[*]C1CNC([*])S1,41
[*]c1cc([*])c([*])c([*])c1,36
[*]=C1CC(=[*])C1=[*],24
[*]N1C([*])([*])COC1([*])[*],33
[*]=C1CCOC(=[*])C1=[*],38
[*]C1=C([*])CC([*])([*])CC1,36
[*]=C1C=NC(=[*])C1=[*],31
[*]C12CCCC(C[NH2+]1)C2,49
[*]C1COC([*])C([*])O1,40
[*][NH+]1C2CCC1CC(=[*])NC2,56
[*]C1=C([*])C([*])[NH+]([*])CC1,37
[*]c1nc(=[*])c(=[*])c([*])[nH+]1,38
[*]C1CC([*])([*])COC1=[*],38
[*]C1N([*])C(=[*])C[NH+]1[*],32
[*]C1=NS(=[*])(=[*])C(=[*])C(=[*])N1[*],48
[*]N1CCC([*])([*])CC1,37
[*]C1([*])NCC[NH2+]1,32
[*]c1nnc(=[*])c(=[*])c1[*],38
[*]n1c(=[*])c(=[*])[n+](=[*])c1=[*],32
[*]=NC,13
[*]C1=NC([*])C(=[*])N=N1,39
[*]C1CC([*])([*])CCN1[*],37
[*]C1CC2C=CC1C2([*])[*],42
[*]C1CNC(=[*])SC1,47
[*]C1=C([*])N([*])C([*])=C([*])C1,37
[*]N1CCCC[NH+]1[*],38
[*]c1cncc([*])c1,37
[*]c1cc([*])[n+]([*])c([*])c1,37
[*]C1ON([*])C([*])ON1[*],42
[*]C1([*])CCCCCCC1([*])[*],48
[*]C1([*])CNC(=[*])C1=[*],31
[*]N1N=NN([*])C1=[*],34
[*]C1C(=[*])C(=[*])CCN1[*],37
[*]C1C=CC=N1,31
[*]C1=CC=C([*])CC1,36
[*]C1=NC(=[*])C(=[*])C(=[*])O1,39
[*]C1([*])CCC[NH2+]C1,37
[*]C1=C([*])C(=[*])N=CN1,38
[*]=CN=[*],13
[*]c1cc([*])c(=[*])c(=[*])n1,37
[*]C1=[N+]([*])C([*])([*])N([*])C1[*],32
[*]C1CCOC1=[*],32
[*]C1CS(=[*])(=[*])C([*])C1([*])[*],40
[*]C1C(=[*])C(=[*])C([*])([*])CN1[*],37
[*]C1OC(=[*])C([*])C([*])([*])C1([*])[*],38
[*]N1CC1,19
[*]C1C(=[*])N([*])CCN1[*],38
[*]C1=C([*])N([*])C2([*])OC(=[*])C(=[*])C1C2[*],57
[*]C1NC(=[*])NC(=[*])N1,39
[*]C1C(=[*])C(=[*])S(=[*])(=[*])N([*])C1[*],47
[*]C1=CCC1,24
[*]C1NCC(=[*])C1=[*],31
[*]N1C(=[*])[N-]S(=[*])(=[*])C(=[*])C1=[*],48
[*]N1C(=[*])CSC(=[*])C1=[*],47
[*]C1CC(=[*])NC(=[*])S1,47
[*]C1=CC([*])C(=[*])N([*])C(=[*])C1=[*],43
[*]C1C(=[*])C(=[*])C(=[*])CC1([*])[*],36
[*]C1=C([*])C(=[*])N([*])C([*])C(=[*])N1,44
[*]C1CC([*])N([*])C1[*],31
[*]C1CN([*])C([*])([*])C([*])C1=[*],37
[*]c1ccc([*])[n-]1,31
[*]C1CC([*])C(=[*])C(=[*])S1,46
[*]C1NNC(=[*])N1[*],33
[*]C1=C([*])C([*])C(=[*])C1=[*],30
[*]C1=CC([*])C([*])C([*])CC2=CC(C1)OC2=[*],74
[*]C1=C([*])N([*])C([*])NC1=[*],38
[*]N1CCS(=[*])(=[*])C(=[*])C1=[*],47
[*]C1=[NH+]C([*])C(=[*])N=N1,39
[*]C1CN([*])C(=[*])C(=[*])N1,38
[*]C1=C([*])C(=[*])NCC([*])C1,43
[*]C1COC(=[*])C(=[*])CC1([*])[*],44
[*]N1CCC(=[*])C(=[*])C1([*])[*],37
[*]C1SC(=[*])N([*])C1[*],41
[*]C1COC(=[*])C(=[*])CN1[*],45
[*]C1=NN([*])C([*])O1,34
[*]C1CC2CC1C([*])C2[*],42
[*]C1=C([*])C([*])C(=[*])S1,40
[*]C1([*])CCCCCCCCCCC1,72
[*]C12CCC[NH+](CC1)C2,49
[*]C1CNC(=[*])C(=[*])[NH2+]C1,44
[*]C1OCOC1[*],34
[*]C1C(=[*])C(=[*])OCC(=[*])N1[*],45
[*]C1=CN=C([*])N([*])C1=[*],38
[*]C1=CC(=[*])N([*])N=C1[*],38
[*]C1=C([*])N([*])C([*])C([*])C1[*],37
[*]C1([*])CSC(=[*])S1,50
[*]C1=CC[NH2+]CC1,37
[*]C1=CCC([*])C([*])C1([*])[*],36
[*]C1CCCC[NH2+]1,37
[*]C1CCCC([*])C([*])C(=[*])C(=[*])C(=[*])CC(=[*])O1,74
[*]C1([*])C(=[*])C(=[*])C(=[*])C1([*])[*],30
[*]c1c[nH+]cc([*])c1,37
[*]C1CCOC(=[*])C(=[*])C1,44
[*]N1NC([*])([*])N([*])C1=[*],33
[*]=[NH+]C,13
[*]C1C2([*])CCC1([*])C2([*])[*],36
[*]C1CNCC1[*],31
[*]C1=NCCN1,32
[*]C1C=CC(=[*])N([*])C1,37
[*]N1NC(=[*])C=CC1=[*],38
[*]C1CCCC1=[*],30
[*]C1=NC(=[*])C(=[*])C([*])C1,37
[*]C1=C([*])C2CCC(C1)N2[*],49
[*][NH+]1CCC(=[*])C(=[*])CC1,43
[*]C1ON([*])C([*])C1[*],33
[*]C1CC2([*])CCC1([*])C2([*])[*],42
[*]C1=NC(=[*])CC([*])S1,47
[*]C1COCOC1[*],40
[*]C1([*])CCCC([*])([*])C1([*])[*],36
[*]C1CO1,20
[*]SC,22
[*]C12CCC(CC1=[*])C2([*])[*],42
[*]C1CCC([*])([*])C(=[*])C1,36
[*]C1C(=[*])N([*])C([*])C(=[*])N1[*],38
[*]C1=CC(=[*])CCC1,36
[*]C1CN([*])C([*])([*])O1,33
[*]c1cnc([*])c([*])c1,37
[*]C1=NC(=[*])N([*])C([*])=C1[*],38
[*]C1CCCCO1,38
[*]C1C[NH+]2CCC1CC2,49
[*]C1=NC(=[*])C(=[*])N=C([*])C1[*],44
[*]C1C2CC3CC(C2)CC1([*])C3,60
[*]N1CC2C=CC1C2,43
[*]C1CN([*])CCN1[*],38
[*]N1CCC(=[*])NC([*])([*])C1=[*],44
[*]C1CCC([*])N1[*],31
[*]C1CC(=[*])C([*])([*])C([*])C1[*],36
[*]C1CC(=[*])C(=[*])C[NH2+]1,37
[*]C1C(=[*])CC([*])([*])C([*])([*])C1[*],36
[*]c1cocn1,33
[*][NH+]1C2CCC1C([*])([*])C2,43
[*]C([*])([*])Cl,23
[*]=C1OCCCOC1=[*],46
[*]C1CCCC1([*])[*],30
[*]C1CC([*])C1,24
[*][PH2]=O,23
[*]C1=NC([*])=C([*])C([*])S1,47
[*]C1=NNC(=[*])N1,33
[*]C1([*])SCCCS1,56
[*]C1CC(=[*])N([*])C1=[*],31
[*]C1=NC(=[*])C(=[*])CN1[*],38
[*]C1CSC1,34
[*]C1=C[N+](=[*])C(=[*])C(=[*])N1[*],38
[*][N+](=[*])N,14
[*]C1=CN([*])C(=[*])N1[*],32
[*]C1=C([*])C(=[*])NO1,33
[*]C1=[N+]([*])C(=[*])NC([*])([*])C1,38
[*]C1NC(=[*])OC1([*])[*],33
[*]N1CCOC([*])([*])C1=[*],39
[*]C1OC(=[*])C(=[*])C(=[*])N([*])C1=[*],45
[*]C1C[NH+]([*])CC([*])S1,47
[*]CN=[*],13
[*]C1CCC=CO1,38
[*]c1cccc([*])n1,37
[*]C1=NC(=[*])C([*])NN1[*],39
[*]N([*])[NH+]=[*],14
[*]C1=CCN([*])CC1,37
[*]C1([*])CS1,28
[*]=c1[nH]c(=[*])c(=[*])c1=[*],31
[*]C1CCN([*])CCC1=[*],43
[*]C1=CCCO1,32
[*]C1=CCC([*])([*])C([*])C1[*],36
[*]C1COCN1[*],33
[*]C1CC(=[*])OCC1([*])[*],38
[*][N-]C([*])[*],13
[*]C1=C([*])N([*])C(=[*])C([*])[NH2+]C1,44
[*]C1=CC([*])C([*])C([*])C([*])C([*])=CCC1,60
[*]N([*])F,16
[*]C1COCCO1,40
[*]C1CCCC([*])[NH2+]1,37
[*]C1C(=[*])OC([*])([*])OC1=[*],40
[*]C1C=CC(=[*])N([*])N1,38
[*]C1C[NH+]([*])C([*])CN1[*],38
[*]C1CCCCCCC1[*],48
[*]C1C(=[*])C([*])C([*])C1[*],30
[*]c1nncc(=[*])c1=[*],38
[*]C1CC([*])([*])C(=[*])C([*])C1[*],36
[*]c1cc(=[*])n([*])c1=[*],31
[*]C1CN([*])CCC(=[*])N1[*],44
[*]N1C(=[*])CCC(=[*])C1=[*],37
[*]c1ccnc([*])n1,38
[*]C1CNCC(=[*])N1,38
[*]C1=C([*])C([*])=C([*])C(=[*])S1,46
[*]C1C(=[*])CC[NH+]([*])C1[*],37
[*]C1([*])NC(=[*])C(=[*])C1([*])[*],31
[*]C1CCOP([*])O1,49
[*]C(=[*])[NH-],13
[*]C1=NC(=[*])C([*])C([*])([*])[N-]1,38
[*]N1C(=[*])C([*])([*])C1([*])[*],25
[*]C1C2CCC(C2)C1([*])[*],42
[*]N1CC(=[*])NC(=[*])C(=[*])C1([*])[*],44
[*]C1=C([*])C([*])C([*])([*])O1,32
[*]N1C=[NH+]C(=[*])N1[*],33
[*]C1CC(=[*])C(=[*])C(=[*])S1(=[*])=[*],46
[*]N1CCCCC[N+]1=[*],44
[*]C1=C([*])C([*])C(=[*])N([*])C1=[*],37
[*]=[NH+]N,14
[*]C1=COC([*])C([*])C1[*],38
[*]C1N([*])C(=[*])C(=[*])C1([*])[*],31
[*]c1cccc([*])c1[*],36
[*]C1CC([*])([*])C[NH+]([*])C1[*],37
[*]C([*])([*])P([*])([*])=[*],21
[*]C1=C([*])C([*])C(=[*])C(=[*])N1,37
[*]C1CCOC(=[*])C1=[*],38
[*]C1=NNSC1[*],42
[*]C1=NN=C([*])C(=[*])O1,40
[*]C1CCC2([*])CC1([*])CC2=[*],48
[*]C1=CC=CN([*])C1=[*],37
[*]=C1CCCC1=[*],30
[*]C1NC([*])C([*])NC1[*],38
[*]C1=C([*])N([*])C(=[*])N=N1,39
[*]C1CC(=[*])C([*])([*])C([*])S1(=[*])=[*],46
[*]C1C=CC=NC1=[*],37
[*]C1C2CC(=[*])C(C2)C1[*],42
[*]=C1NS(=[*])(=[*])C(=[*])C1=[*],41
[*]C1OC(=[*])C(=[*])SC(=[*])C1=[*],54
[*]C1=C([*])C([*])C1=[*],24
[*]C1=NN=NC1[*],33
[*]C1=NC([*])=C([*])C([*])([*])N1[*],38
[*]C1NCCC[NH+]1[*],38
[*]C1CCC2CC3CCC2([*])C1([*])O3,68
[*]c1nc(=[*])n([*])c1=[*],32
[*]c1[nH+]cnc(=[*])c1=[*],38
[*][NH+]([*])C([*])([*])[*],13
[*]=C1C[NH2+]C1,25
[*]C1C([*])C([*])([*])C(=[*])C(=[*])C1([*])[*],36
[*]C1C=CC(=[*])N([*])C1[*],37
[*]C1C(=[*])N([*])CC[NH+]1[*],38
[*]C1CCN([*])C(=[*])N1[*],38
[*]C1=C([*])CC([*])C1,30
[*]C1=NC([*])N=N1,33
[*]C1COCCN1[*],39
[*]C1=C([*])C([*])C([*])C(=[*])O1,38
[*]C1C(=[*])C(=[*])NC(=[*])CN1[*],44
[*]C1=C([*])C([*])N([*])CC1,37
[*]C1CCCCN([*])C1=[*],43
[*]C1=C([*])C([*])([*])C(=[*])N1,31
[*]C1CC(=[*])NC([*])C1[*],37
[*]C1=NCC(=[*])NC([*])=C1[*],44
[*]N=N,14
[*]C1=NCCC1,31
[*]C1=C([*])C([*])CC[NH2+]C1,43
[*]C1=CC(=[*])C([*])=C([*])O1,38
[*]S(=[*])O,24
[*]C12CC[NH+](CC1)CC2,49
[*]=C1COCC(=[*])C(=[*])N1,45
[*]C1=C([*])C([*])C1[*],24
[*]C1CC=CS1,40
[*]C1=NN([*])C=CC1=[*],38
[*]C1=C([*])C([*])C(=[*])N=N1,38
[*]C1=C([*])C(=[*])CCN([*])C1,43
[*]C12CN3CCN(C[NH+](C3)C1)C2,69
[*]C1CNC(=[*])CC([*])C1[*],43
[*]C1CC([*])C([*])([*])C([*])([*])C1[*],36
[*]C1=C([*])NC([*])C([*])([*])CN1,44
[*]N1C(=[*])C(=[*])C([*])([*])CC1([*])[*],37
[*]C1=CC([*])C1[*],24
[*]C1NC(=[*])C(=[*])S1,41
[*]c1cn([*])c[nH+]1,32
[*]C1=NC([*])=C([*])C([*])([*])C1[*],37
[*]=C1CCC[NH2+]C1,37
[*]C1CC2CCC(C1[*])C2([*])[*],48
[*]C1CCC([*])C1[*],30
[*]C1=NNC([*])N1,33
[*][NH+]1CCCC([*])([*])CC1,43
[*]=c1ccc(=[*])c(=[*])c1=[*],36
[*]C1N([*])C=NN1[*],33
[*]C1C(=[*])C(=[*])C(=[*])NC1([*])[*],37
[*]C1=C([*])C([*])CCC1[*],36
[*]C1=C([*])C([*])([*])C([*])C(=[*])[N-]1,37
[*]C1=NC(=[*])N([*])C1([*])[*],32
[*]C(=[*])C([*])[*],12
[*]C1=C([*])C2C([*])([*])C([*])C1C2([*])[*],42
[*]C1=NN([*])CC1=[*],32
[*]=C1COCC1=[*],32
[*][NH+]1CCC2([*])C(=[*])C(=[*])CC1C2([*])[*],55
[*]ON=[*],15
[*]C([*])=[N-],13
[*]C1CSC(=[*])C1,40
[*]C1=NN=CC(=[*])N1,39
[*]N1C(=[*])CCSC(=[*])C1=[*],53
[*]N1CC([*])([*])CC(=[*])C1=[*],37
[*]C1=NC(=[*])C(=[*])C([*])SC1,53
[*]C1=C([*])C[NH+]([*])CC1,37
[*]C1CC2CCC(C1)[NH+]2[*],49
[*]C1=CCC2([*])CC1C([*])([*])C2[*],48
[*]c1c[nH+]cc(=[*])c1=[*],37
[*]c1cnnc([*])c1[*],38
[*]C1CN([*])S(=[*])(=[*])C1,41
[*]C1C(=[*])NC(=[*])C(=[*])OC1=[*],45
[*]OS([*])(=[*])=[*],24
[*]C1=NC([*])OC1=[*],33
[*]c1c[n-]c([*])n1,32
[*]C(=[*])S,22
[*]C1CC([*])C([*])O1,32
[*]C1[NH2+]CC(=[*])C1=[*],31
[*]C1=C([*])NC(=[*])N=N1,39
[*]N1C(=[*])CCOC(=[*])C1=[*],45
[*]P([*])(=[*])O,23
[*]C1CS1,28
[*]C1CSC([*])C1,40
[*]C1=NC([*])OC1[*],33
[*]C1CCCOC1([*])[*],38
[*]C1=NC([*])C(=[*])N1[*],32
[*]C1=CC(=[*])NC([*])=C1,37
[*]C1C(=[*])C(=[*])C([*])([*])C([*])C1[*],36
[*]=c1cnncc1=[*],38
[*]SC([*])=[*],22
[*]N1C(=[*])C(=[*])SC([*])([*])C1=[*],47
[*]C1([*])CCN=N1,32
[*]C1=C([*])C2([*])C(=[*])NC1([*])CC2([*])[*],49
[*]C1=C([*])SC([*])C([*])OC(=[*])N1,61
[*]C1N=NC(=[*])C1=[*],32
[*]C1=NC(=[*])N([*])N=C1[*],39
[*]C1=CCC2([*])CN([*])CC1([*])C2,55
[*]C1CC([*])C([*])([*])C([*])([*])C1=[*],36
[*]C1OP([*])([*])([*])OC1[*],43
[*]C1CC(=[*])NC(=[*])C(=[*])O1,45
[*]c1cc([*])c([*])c([*])[nH+]1,37
[*]N1C(=[*])CCC1([*])[*],31
[*]C1=C([*])NC(=[*])C([*])C1,37
[*]N1CC(=[*])C(=[*])OC([*])([*])C1,45
[*]C1CC2CC[NH+]1CC2=[*],49
[*]C1CC([*])([*])C(=[*])C1=[*],30
[*]C1=C([*])N([*])C([*])=C([*])C1[*],37
[*]C1=NS(=[*])(=[*])C(=[*])C1=[*],41
[*]C1=NC([*])N=C1[*],32
[*]C1CCC(=[*])NC1,37
[*]C1=CC(=[*])N([*])C([*])=[N+]1[*],38
[*]=C1CCOCC1=[*],38
[*]C1C(=[*])CCC([*])([*])C1[*],36
[*]C12CN3CCN(CC(C3)C1=[*])C2,68
[*]=NO,15
[*]C1C[NH+]2CCN1CC2,50
[*]C1CNC(=[*])C(=[*])S1,47
[*]C1=CC(=[*])C([*])C([*])=N1,37
[*]c1cn([*])nc1[*],32
[*]C1=CC(=[*])N([*])C(=[*])S1,47
[*]C1=C([*])C(=[*])C(=[*])OC1=[*],38
[*]N1CC([*])([*])OC1=[*],33
[*]N1CCCCN1[*],38
[*]C1=C([*])C2CC([*])(O1)N([*])C(=[*])N2,58
[*]C1=C([*])OC([*])OC1,40
[*]C1=NC(=[*])C([*])NC1=[*],38
[*]C1CCCCC1([*])[*],36
[*]C1([*])CC(=[*])CO1,32
[*]C1C(=[*])C2CC[NH+]1CC2,49
[*]C1=C([*])N([*])CC1,31
[*]C1CCN([*])C([*])C1[*],37
[*]C1CCCO1,32
[*]C1C(=[*])NC(=[*])C(=[*])C1=[*],37
[*]C1C([*])S(=[*])(=[*])CCN1[*],47
[*]=C1[N-]C(=[*])C(=[*])O1,33
[*]c1n([*])cc[n+]1[*],32
[*]C1=C([*])C([*])N([*])C([*])O1,39
[*]c1ccc([*])c([*])[o+]1,38
[*]C1CCCC[NH2+]C1[*],43
[*]C1=NC(=[*])C(=[*])SC1,47
[*]C(=[*])Br,41
[*]c1cncs1,41
[*]N1C(=[*])COCC1=[*],39
[*]C1OC(=[*])C(=[*])CN([*])C1=[*],45
[*]C1=C([*])C([*])[N+]([*])([*])CC1,37
[*]C1CC=CC([*])([*])C1[*],36
[*]C1C(=[*])OC([*])([*])N1[*],33
[*]S(=[*])(=[*])[NH-],23
[*]C1CCCC[NH+]([*])C1[*],43
[*]C1CC(=[*])C([*])([*])C([*])C1([*])[*],36
[*]C1([*])CC2CCC(C1)[NH2+]2,49
[*]C(=[*])N=[*],13
[*]C1([*])CCCC1=[*],30
[*]N1C=CC(=[*])C=C1,37
[*]C1=C([*])C([*])C(=[*])NC1=[*],37
[*]C1=NC([*])=C([*])C([*])C1[*],37
[*]C12CCC([*])(C1)C([*])([*])C2=[*],42
[*]C1COCCOCCOCCOCCO1,100
[*]C1([*])CCOC1=[*],32
[*]C1=C([*])C([*])([*])C(=[*])C(=[*])N1[*],37
[*]C1=NN([*])C(=[*])N=C1,39
[*][NH+]1CC[NH+]([*])CC1,38
[*]=C1C=NC(=[*])C(=[*])N=CC1=[*],50
[*]P1(=[*])OCCCO1,49
[*]N1C(=[*])C(=[*])N([*])C(=[*])C1=[*],38
[*]C1=CNC(=[*])C([*])=C1,37
[*]C1CC2CCC(C1)N2[*],49
[*]c1ccnc([*])n1,38
[*]C1[NH2+]C([*])C([*])C(=[*])C1[*],37
[*]C1[NH2+]CCOC1[*],39
[*]N1CCC(=[*])NC1=[*],38
[*]C1CCCCCCCCC1[*],60
[*]C1=CC([*])C([*])C([*])C1,36
[*]C1=CC(=[*])N([*])N1,32
[*]C1=CCS(=[*])(=[*])C1,40
[*]N1C(=[*])CCCC(=[*])C1=[*],43
[*]C1NC([*])N([*])C(=[*])C1[*],38
[*]C1CC([*])([*])C([*])C([*])[NH2+]1,37
[*]C1CN([*])C1([*])[*],25
[*]C1=C([*])OC([*])([*])C([*])C1,38
[*]C1=CN([*])C(=[*])N=N1,39
[*]C1=CC(=[*])CCC1=[*],36
[*]C(=[*])C#[*],12
[*]=C1CC2CCC1C2,42
[*]C1=CCCC([*])([*])C([*])CCC([*])=CCC1,72
[*]C1CN([*])C([*])([*])C1,31
[*]c1cc([*])c([*])n[nH+]1,38
[*]N1CCOCCOCCOCCOCC1,99
[*]C1CSCC([*])[NH2+]1,47
[*]C1=NC([*])CC([*])N1[*],38
[*]N1CC([*])([*])C([*])([*])C1,31
[*]N1CCC([*])([*])C([*])([*])C1,37
[*]c1nc([*])c([*])[nH]1,32
[*]C1C(=[*])C(=[*])CN([*])C1[*],37
[*]C1=CCN([*])CC1[*],37
[*]C1=[NH+]C([*])([*])NN1[*],33
[*]C1C[NH2+]C1,25
[*]C1NNC(=[*])C1[*],32
[*]C1C[NH+]([*])CC([*])O1,39
[*]C1=NN([*])C(=[*])C1[*],32
[*]C1=NOC([*])CN1,40
[*]C1CC([*])C([*])([*])C(=[*])C1[*],36
